-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-70db3eef-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-70ded047-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-70eb4cfd-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-70eb4cfd-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-70eb4cfd-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-710c365e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-710cd425-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7118fc34-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7118fc34-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7123c256-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-713193c0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7134cd83-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7138d765-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71444a52-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71509889-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-715fe745-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7184aa4c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7184aa4c-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-718c0e25-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-718c0e25-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7195becb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71968726-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71a8687b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-71a8687b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-71aa3145-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-71aa3145-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-71b06955-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-71b2ccf1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71b2ede0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71c0fde5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71c29752-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-71c9e7ff-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-71fdf757-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7208a7ff-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-720e47ad-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-72154f1a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-721f4ba3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-722dbacc-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7237894d-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-723fe106-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7260cd7a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-72708308-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7278e9d8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-727b007c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-727b007c-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-727b2363-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-72801b78-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7289324f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7290c3d1-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7291cce8-var-pred>                         | 1         |
| <http://lsq.aksw.org/res/q-72a58432-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-72c3fd36-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-72c476a0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-72e0ecfb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-72e12964-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-72f824f0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-730707fc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-730b2487-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7313cc2a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-732839dc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7329440d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-733978ba-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73478132-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7350b173-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-735d5ac8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-736d843f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-736d843f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-73731e83-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7385a384-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-738c4aea-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7397d0a1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-739c004d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-739c004d-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-73a023af-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-73a023af-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-73ab5e81-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73b0a663-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73b2f61b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73c251fe-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-73c251fe-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-73d55a66-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-73d55a66-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-73d7e3c9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73d87cd3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-73dad289-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-73ed7351-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7403db3f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-740829de-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-740829de-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-743beddd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-743beddd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7444f51d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74458ed1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-744da588-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-746d1089-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7476cc75-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7485fa73-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-748b4838-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-748e0d3f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7490b834-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74abfaf0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-74abfaf0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-74b4ccf7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74cfa5fc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-74cfa5fc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-74d187b4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74d479e8-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-74d479e8-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-74d479e8-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-74d521be-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-74d68c30-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74d8db87-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-74d8db87-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-74e43723-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74efeb50-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-74f846de-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-74f846de-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-74f88cd0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75049656-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-752d5d1b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-754594b3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-754594b3-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-754594b3-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-7550ef48-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7550ef48-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-755b4aaf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-755b4aaf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7561fc88-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7563345e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7567e685-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7567e685-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-75780d80-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7578385d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75787c1c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-759f3ced-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75b60fb8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75c49dde-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75c9a4a6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75ca1e62-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-75cbd27d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75d40029-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75e0af81-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-75e13b2e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75e8f691-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-75f850a5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7603a499-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7603a499-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-760bcccf-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7616ee18-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7616ee18-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7653ee40-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-765e2410-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7668912f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-766e3375-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7678be35-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7679bfd8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-76824349-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-7691648a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7691e80d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-769a3463-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76ac8a8b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76b46eb0-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-76b46eb0-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-76b9b753-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76bd19bc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76c91a95-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-76cf928a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76d3690b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76dc54b9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76ead601-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76ed39ea-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76ef8aac-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76f6f9e4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-76fcca6a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-76fcca6a-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-76fcca6a-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-7703f917-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7703f917-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-771dc65d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-772465b2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-772465b2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7728731d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-774ff5bb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-779acb95-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-779f967e-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-779f967e-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-77a80c56-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-77a80c56-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-77b4bb50-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-77d7f485-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-77d7f485-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-77ec8ca2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-77f4007c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-77f8ef99-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-77f8ef99-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-77f8ef99-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-77fb943c-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-7817c783-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7819ad1a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-781af17f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-781af17f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-78237392-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-782c91dd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-782c91dd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-783b7fa5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-784de535-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-784de535-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-785cbf62-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7877c961-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-788790e9-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-7894e9e6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7894e9e6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-78966b6b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-78b4a1f2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-78c475a9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-78c475a9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-78dec994-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-78e234f5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-78e234f5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7902c70b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-790f939a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79130370-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7918faa2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-791fdeac-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-79364c8c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-79397853-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-793d1966-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-793d1966-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-793d1966-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-79470839-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-794a5b82-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-794a5b82-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-794b9917-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-794b9917-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79508123-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-79508123-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7951d656-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7951d656-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-7952bf3c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7956db15-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7962be37-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-796aa338-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-796aa338-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-796b9868-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79716def-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7974256b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7978a7f6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7978a7f6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-798054c2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79820071-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7983714e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-798ecf08-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-798ecf08-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7991a11d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7991a11d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79a4b809-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79c63e13-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-79c63e13-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79cb169a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79d59635-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79d9b1f1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-79d9b1f1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79dbedc0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79df8ba8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-79df8ba8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79ed2c76-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-79f0014f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-79f0014f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7a010281-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7a010281-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-7a122168-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a158777-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a1b6f31-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a39b574-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a3e437b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7a3e437b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7a475b5a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a55c746-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a5a5e5d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a6b1e79-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a6e8ca7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a70c260-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a7cfe57-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7a86376f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7aa5e914-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7aa5e914-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7aaedbec-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7aaedbec-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7ab11d15-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7ab11d15-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7acd4178-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7acd4178-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7ad2acd0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7adb402f-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7adb402f-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7ade4586-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7ae12258-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7ae12258-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7ae5b366-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7aeaa5ae-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7af31813-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7af31813-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-7af31813-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-7affa85c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7b00117f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b00117f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7b08079f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7b0f7be3-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-7b15c0e8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b1f1916-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b345b99-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b345b99-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7b38a37c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b45e2b8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b45e2b8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7b4e53b5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b529f60-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b529f60-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7b62e9af-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b788931-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b889722-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7b95e853-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b95e853-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7baf36dc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7bbb394b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7bbb8746-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7bc6f8e5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7bd1feb4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7be00371-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7be163d2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7be163d2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7c18f0bc-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7c1c7fbf-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7c276045-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7c32940d-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-7c44f7bc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7c459837-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7c6696c6-var-prop>                         | 1         |
| <http://lsq.aksw.org/res/q-7c6bb176-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7c76e726-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7c8e83dc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7c8e83dc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7c9c17b2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ca45994-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ca5c54f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ca8c122-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7cab916e-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-7cab916e-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-7cab916e-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-7cc215a9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7cc870f4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7cdac821-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7ce18f2c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7cf0a35b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7cf56ced-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7cfe67e3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7cfe67e3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7d0cad87-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d14bd3e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7d14bd3e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7d1c2154-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d313ce7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d3338a2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d492dbf-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d4d2e35-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d5e8cdb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d810224-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7d810224-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7d9488d5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7d966afa-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7d9c2a0d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7dc1b101-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7dc4b11a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7dd5bdd9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ddecaa5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7df9b1f4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7e074037-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7e074037-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7e1c8075-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7e2436a0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-7e247171-var-k>                            | 1         |
