-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-0ac91051-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ac91051-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0aca2772-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0aca2772-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0aca957e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0aeed323-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0af5727e-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0af5727e-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-0af5727e-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0b06fe70-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b1a3884-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0b1eec07-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0b25ffab-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b25ffab-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b27e486-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b314312-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0b335d92-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b335d92-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b3bec5a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b5013a8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0b5a32b9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b64513e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b64513e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b685c66-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b73c170-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b73c170-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b881ff4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b8badc4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b8f4983-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b8f4983-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b9fb685-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0b9fdf5f-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0b9fdf5f-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-0ba1e6b1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ba1e6b1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0bc05eea-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0bc05eea-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0bc2fb63-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0bcb81aa-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0bd763d0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0bd9a030-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0bda59d5-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0bde5ed8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0bf60683-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-0bfc40e3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c0149b1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c253c2a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c284671-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c31464a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c3782a7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c3782a7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0c3d61d9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c40cc3f-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-0c4311f4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c43ac3a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0c4950ad-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c67a934-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c69b1e7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c7233ee-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c7306d1-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0c7306d1-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-0c85b326-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c85b326-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0c899dfe-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0c9c6684-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c9c6684-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0c9d427f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c9d884e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0c9f90ad-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c9f90ad-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ca38d60-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0cbb9b9e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0cbd336f-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0ccfea20-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0cd7b596-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0cde47fb-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-0ce64943-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0ce9fa9b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0cf1c188-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0cf34d37-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0cf34d37-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0d220ccd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0d23a22e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d24fd2f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d2a8975-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d3348b4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d445bb5-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0d445bb5-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-0d445bb5-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0d6a59fb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0d6a59fb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0d6bd640-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d7616db-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0d79cc7c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0d7b5d88-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0d7b8b85-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0d8581a1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0d8581a1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0d894a7d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0da5b29b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0da5b29b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0da83436-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0dc7afb5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0dd23095-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0dd46eb7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0dd61ec0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0dd7d6d7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0de52dc8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0de52dc8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0deb6db9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0df15f7d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0df15f7d-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0e0b3930-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e0c68e3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0e0c68e3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0e1301e8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e1edcd1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e2197eb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e3f444c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0e553b18-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e709f9b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0e709f9b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0e7345e7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0e91e218-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0e91e218-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0e9a0980-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0ea96a95-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ea96a95-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ea9cf4d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ea9cf4d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0eb604d1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0eb604d1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0eb8cb4d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0ebfee6a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ebfee6a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ec03192-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0ec03192-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-0ec05daf-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0ec36c0e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0ec64f93-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0eff457a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0eff457a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0f2c31e6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0f31a82c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0f4f62f4-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0f4f62f4-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0f4f62f4-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-0f5052ff-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0f591fd8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0f62fb49-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0f630d82-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0f69ed0a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0f69ed0a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0f78aa55-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0f78aa55-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0f800dbf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0f8da7fb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0f8df929-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0f8df929-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0f98eccd-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0fa271f9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0fa9af52-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0fc1abea-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0fc2c8c1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0fc2c8c1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0fde9416-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0fdf8868-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0fdf8868-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0fe16636-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-0fefb143-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-0fefb143-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-0ff66c6c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ff66c6c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ffc648d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-0ffffc7c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-100b5278-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-100b5278-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-102086ce-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1036f83d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1036f83d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-103855f8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-103c1254-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-103f2903-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-103f2903-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1040caae-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1040caae-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-104d5219-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-104ff434-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-106d69db-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-10709fc5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-107bec86-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-108496eb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-108c00e6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-108c00e6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-108d9a62-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1092a120-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1092f9ab-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-109bb230-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-10a65db4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-10bffcbb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-10c43625-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-10d11b74-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-10d11b74-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-10e19b05-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-10e19b05-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-10ef55c6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-10f5a2c3-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-10f5a2c3-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-10fa471a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11058738-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11058738-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1138acaf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1138acaf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-11402d94-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11500f8c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11500f8c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-11582f0f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11582f0f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-11591cb4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-116a6c2d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-116eadd6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1174eaaa-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1174eaaa-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-117c7966-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-118e4204-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11915f47-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11915f47-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-119a1790-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11ad4f69-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-11b895d2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11b9a052-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11cb1c6c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11d59796-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11dc2cf8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-11e0a198-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11e0a198-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12166f1f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1218b2f0-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1218b2f0-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-12206e12-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-122c7dd3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1234dd59-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1234dd59-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-1234dd59-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-12377305-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12377305-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-123ce1bf-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-124982ee-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-124dfbe2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1255f5e2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-125ede58-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12611c2d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12698811-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12729410-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-12746c79-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12746c79-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12811986-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-12811986-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-12898b96-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12898b96-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1294e5a2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12996f3c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-12996f3c-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-12996f3c-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-129ae99f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12ac6908-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12add093-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-12b0a317-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12b0a317-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12bc74f2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-12c9453c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12ca7d27-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12ca7d27-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12d42fc7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-12db9016-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12dbbabc-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-12dbbabc-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-12dc9e7b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12dc9e7b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12dced7e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-12e2a2ec-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-12e9b436-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13030352-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-130baa65-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1312e3f2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1312e3f2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-13139ca5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-13139ca5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-131dc661-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-131dc661-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-13321d8b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-13321d8b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-13349ddb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1337d486-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1337d7a6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1339f599-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-134e8d97-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-135a3726-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-135a3726-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-135b7a45-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-135d9a7c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-136bdc53-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-136c5853-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-136f515b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-136f515b-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-13931908-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-139e4064-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-13a6a48d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13b3bb27-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13b564b4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13b89db8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13bcf8f6-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-13c0dba8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13c64bf9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-13d14ca3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1410cd1f-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-14118461-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-141644de-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-141644de-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-141644de-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-1419e3c9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-142e8f10-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-143330b2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14345377-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-143e3987-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-14406a9b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14429184-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1451141c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14613b35-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1466a0a9-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-1466a0a9-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-146d9e9f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-147348a3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14776d62-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1477ca8f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-147fded7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-147fded7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1487d1c4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-149afc6d-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-14a9fb5f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14cd1f77-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14df6027-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-14df6027-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-14e7978c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-14ed8a17-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-14ed8a17-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-14f752cd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-14f8e282-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1503572b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-151a6602-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-1527946e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-154c25be-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1551b736-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-1560f154-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15719c3b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-157258d7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-15761d16-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-158ae723-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-158b3907-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-159070ed-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-159070ed-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-159c2cd5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15a67952-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15aac31d-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-15adce15-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15af4b4a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15bcf7ee-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-15bcf7ee-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-15c2deba-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-15cabac4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-15cabac4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-15cc7582-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-15cc7582-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-15cc7582-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-15d4633d-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-15d55ede-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-16086dad-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16086dad-var-po>                           | 1         |
