-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-05d365d2-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0675a216-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-067c16d6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-06952feb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-06952feb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-069f17c6-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-06b78cdc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-06b78cdc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-06beb1ec-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-06c0f96e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-06c0f96e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-06c5fb5e-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-075a0980-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-075a0980-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-078ab26b-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-07ad2b86-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-07d3ed22-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-07d3ed22-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-082d952c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-08486340-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-08486340-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-08bf60b4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-08cb9c18-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-08cb9c18-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-08d427a7-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0921bff8-var-albumName>                    | 1         |
| <http://lsq.aksw.org/res/q-093d2806-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-093d2806-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0951d371-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0951d371-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0970e99d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-097b4015-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-09f7b86a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0a4cc936-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0aac6820-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0aac6820-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0b49478b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0b49478b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0bc466a0-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-0bc63b1f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0bc63b1f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0bffc97a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0c25b6ce-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c25b6ce-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0c7ce031-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0c7ce031-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0cbd93d6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0cbd93d6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0d5de19b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0d68e58c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0d68e58c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0d77c73b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0d77c73b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0dfa3654-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0e55e55c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0e55e55c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ee86ebc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ee86ebc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0ef3b6e6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0ef3b6e6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-0efe9807-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0f3e623c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0f7fdfe7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0fbb4df5-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-0fe84bd4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-0fe84bd4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-103192cc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-103192cc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-10dde1b9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-110df62e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-110df62e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-116c9665-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-11e27ff5-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-11f04381-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-11f04381-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-122ccc65-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-123e86c2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-123e86c2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1265d5a1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1265d5a1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-12f74521-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-12f74521-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-13505260-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-135ee24d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-135ee24d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-13f17046-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-13f17046-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1433019a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1433019a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-143a5e82-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-143a5e82-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-145258c4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-14662048-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-14662048-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-146f96ca-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-146f96ca-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-14aa315d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-14b90662-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-14f84efb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-14f84efb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-15221ae2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1526319a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1526319a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-15797cdd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-15fdc27c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-15fdc27c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-160449ca-var-prop>                         | 1         |
| <http://lsq.aksw.org/res/q-16098556-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16098556-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1642baad-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1642baad-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1671d671-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1682110e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-16f0a5a0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-16f0a5a0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-171e5d67-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-171e5d67-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-172c97c9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-172c97c9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-172cd470-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-172cd470-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-175fa887-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-17698e99-var-y>                            | 1         |
| <http://lsq.aksw.org/res/q-17ab9e92-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-17ed8bcf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-17ed8bcf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-17fe322a-var-XVar0>                        | 1         |
| <http://lsq.aksw.org/res/q-18462dd6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-18462dd6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-18b1d4bc-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-1903552f-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-190edc2f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1936e0c9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-194fd1dc-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-19b6a9d7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-19e6c189-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-1a18dda3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1a1938a9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1a2f2bbe-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-1a581656-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1a80548b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1a937d84-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1abf14bc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1b1595b8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1b1595b8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1b6df690-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1b6df690-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1b8e04e2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1b8e04e2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1b914750-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1bb0bd89-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1bd47842-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1bd67538-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1bd67538-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1c2af9d1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1c2af9d1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1c4219fd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1c8d95f9-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-1cb4fed7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1cb4fed7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1d428481-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1d6cb0f3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1d6d895c-var-propertyName>                 | 1         |
| <http://lsq.aksw.org/res/q-1d90fafc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1d90fafc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1db418d3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1dd113d0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1dd113d0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1e057026-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1e7996f7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1ea1b25b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1ea1b25b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1ecc5f32-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-1ecebbf9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1f01e4c0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1f01e4c0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1f04cfad-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1f04cfad-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1f2eb779-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1f2eb779-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1f64bf31-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1f685f72-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1f685f72-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-1f896852-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-1fa9ed76-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-1fa9ed76-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-202f0a73-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-207a5072-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-207a5072-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2085dd14-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2085dd14-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-20b0cfbb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2106dbfb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2106dbfb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2107ffd0-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-21172309-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-21172309-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2192277f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2192277f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-21d477f3-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-220fde06-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2223538d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2267bbe5-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2267bbe5-var-p2>                           | 1         |
| <http://lsq.aksw.org/res/q-23439db4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-23439db4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-23449b3c-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-23a6a6c6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-23f71c5e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-23fd479d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-23fd479d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2401344d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2405fba4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2405fba4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-241e9488-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-241e9488-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-242e127c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-24445653-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-245eebba-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-24762766-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2491307f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-24ffd937-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-24ffd937-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-25324ab1-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-25530950-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-25530950-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2594d9ee-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2597ce3c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2597ce3c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-25bebfd4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-25e2fe5c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-25e2fe5c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-25e5d609-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-25e5d609-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-25ead094-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-260abf17-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-260abf17-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-263e3b06-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-263e3b06-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-26489fde-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-26489fde-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-265d78b3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2666b05f-var-XVar0>                        | 1         |
| <http://lsq.aksw.org/res/q-26681aae-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-26f66075-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2700eafd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2700eafd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2739ceda-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2748a11d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2748a11d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-274f1da0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-274f1da0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-279c37ce-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2822d125-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2822d125-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-284f1eb7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-28557e56-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2882ea32-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2882ea32-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-28a48eb2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2920b17b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2920b17b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-29989cf9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-29989cf9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-29a66c52-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-29a66c52-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-29d2266d-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-2a03dbc3-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2a4f24df-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2a4f24df-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2abe4a99-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2abe4a99-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2ad46d54-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2ad46d54-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2ad4c8a5-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2af0b223-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2af0b223-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2b3f9fd3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2b3f9fd3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2b6cea92-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2b6cea92-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2b7ef308-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2c1ce104-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2c50e708-var-s>                            | 1         |
| <http://lsq.aksw.org/res/q-2c767a08-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2c768ebb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2c768ebb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2c998163-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2c998163-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2cb9b412-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2cb9b412-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2d100197-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2d100197-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2d2a4681-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2d2a4681-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2e217e37-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2e2bb74f-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-2e4e0e6e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2e4e0e6e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2e746ac6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2e9cd058-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2f399e59-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2f399e59-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2f7883a8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2f7883a8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-2fc07379-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-2fcce66b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-2fcce66b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-306d5046-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-30b12264-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-30b12264-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3167316e-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-31917174-var-relationship>                 | 1         |
| <http://lsq.aksw.org/res/q-320aa153-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-320aa153-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-320d4a61-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-32138da9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-32138da9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3223f538-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-322e53d8-var-r>                            | 1         |
| <http://lsq.aksw.org/res/q-323f09b5-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-32473d39-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-324e7255-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-32e52b6d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-32e52b6d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3309caef-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-33344d79-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3336d59a-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3387a660-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3398515e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-3398515e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-339ce563-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-339ce563-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-33bf2ab2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-3401db4c-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-34480085-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-344d3948-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-344d3948-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-349d2005-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-34e6f338-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-352e1919-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-352e1919-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3535316b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-354e9e3f-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-356f6932-var-attribut>                     | 1         |
| <http://lsq.aksw.org/res/q-35a728e0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-35a728e0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-35df8a89-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-360d00cb-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-362bbaf2-var-attribut>                     | 1         |
| <http://lsq.aksw.org/res/q-362d6e04-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-3690d613-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-36b71abe-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-36fb2483-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-36fb2483-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-377174e6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-377174e6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-377d0be5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-377d0be5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-378079dc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-378079dc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-381e8288-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-381e8288-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-385a001c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-385a001c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-38763a83-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-38763a83-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-38f3a5de-var-XVar0>                        | 1         |
| <http://lsq.aksw.org/res/q-3910ced8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-392e82ab-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-392e82ab-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-394aa838-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-39598215-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-39598215-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-398d30ef-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-39c9088b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-39c9088b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-39c948ef-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-39c948ef-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-39d3399a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-39d3399a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-3a0f6f4a-var-o>                            | 1         |
