-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://dbpedia.org/property/augLowF>                                 | 12        |
| <http://dbpedia.org/property/decHighF>                                | 12        |
| <http://dbpedia.org/property/decLowF>                                 | 12        |
| <http://dbpedia.org/property/febHighF>                                | 12        |
| <http://dbpedia.org/property/febLowF>                                 | 12        |
| <http://dbpedia.org/property/janHighF>                                | 12        |
| <http://dbpedia.org/property/janLowF>                                 | 12        |
| <http://dbpedia.org/property/julHighF>                                | 12        |
| <http://dbpedia.org/property/julLowF>                                 | 12        |
| <http://dbpedia.org/property/junHighF>                                | 12        |
| <http://dbpedia.org/property/junLowF>                                 | 12        |
| <http://dbpedia.org/property/location>                                | 12        |
| <http://dbpedia.org/property/marHighF>                                | 12        |
| <http://dbpedia.org/property/marLowF>                                 | 12        |
| <http://dbpedia.org/property/mayHighF>                                | 12        |
| <http://dbpedia.org/property/mayLowF>                                 | 12        |
| <http://dbpedia.org/property/novHighF>                                | 12        |
| <http://dbpedia.org/property/novLowF>                                 | 12        |
| <http://dbpedia.org/property/octHighF>                                | 12        |
| <http://dbpedia.org/property/octLowF>                                 | 12        |
| <http://dbpedia.org/property/sepHighF>                                | 12        |
| <http://dbpedia.org/property/sepLowF>                                 | 12        |
| <http://dbpedia.org/property/website>                                 | 12        |
| <http://dbpedia.org/ontology/artist>                                  | 10        |
| <http://dbpedia.org/ontology/locationCity>                            | 10        |
| <http://www.w3.org/2000/01/rdf-schema#domain>                         | 10        |
| <http://www.w3.org/2000/01/rdf-schema#range>                          | 10        |
| <http://dbpedia.org/ontology/foundingDate>                            | 9         |
| <http://dbpedia.org/ontology/netIncome>                               | 9         |
| <http://dbpedia.org/ontology/numberOfEmployees>                       | 9         |
| <http://dbpedia.org/ontology/revenue>                                 | 9         |
| <http://dbpedia.org/property/leaderTittle>                            | 9         |
| <http://dbpedia.org/property/released>                                | 8         |
| <http://dbpedia.org/property/name>                                    | 7         |
| <http://www.w3.org/1999/02/22-rdf-syntax-ns#label>                    | 7         |
| <http://www.w3.org/2004/02/skos/core#prefLabel>                       | 7         |
| <http://dbpedia.org/ontology/birthName>                               | 6         |
| <http://dbpedia.org/ontology/inseeCode>                               | 6         |
| <http://dbpedia.org/resource/released>                                | 6         |
| <http://dbpedia.org/ontology/office>                                  | 5         |
| <http://dbpedia.org/property/leaderTitle>                             | 5         |
| <http://dbpedia.org/property/officialName>                            | 5         |
| <http://dbpedia.org/ontology/almaMater>                               | 4         |
| <http://dbpedia.org/ontology/produce>                                 | 4         |
| <http://dbpedia.org/property/reference>                               | 4         |
| <http://dbpedia.org/resource/music>                                   | 4         |
| <http://purl.org/dc/elements/1.1/title>                               | 4         |
| <http://dbpedia.org/ontology/birthYear>                               | 3         |
| <http://dbpedia.org/ontology/knownFor>                                | 3         |
| <http://dbpedia.org/ontology/recordLabel>                             | 3         |
| <http://dbpedia.org/property/commonName>                              | 3         |
| <http://dbpedia.org/property/isoRegion>                               | 3         |
| <http://dbpedia.org/property/popMunicipality>                         | 3         |
| <bif:contains>                                                        | 2         |
| <http://dbpedia.org/ontology/ablum>                                   | 2         |
| <http://dbpedia.org/ontology/nationality>                             | 2         |
| <http://dbpedia.org/ontology/notableIdea>                             | 2         |
| <http://dbpedia.org/property/capital>                                 | 2         |
| <http://dbpedia.org/property/company(s)_>                             | 2         |
| <http://dbpedia.org/property/companyType>                             | 2         |
| <http://dbpedia.org/property/notableIdeas>                            | 2         |
| <http://dbpedia.org/property/placeOfBirth>                            | 2         |
| <http://dbpedia.org/property/yearEnd>                                 | 2         |
| <http://dbpedia.org/property/yearStart>                               | 2         |
| <http://dbpedia.org/resource/Oceania_Football_Confederationreleased>  | 2         |
| <http://dbpedia.org/resource/artist>                                  | 2         |
| <http://dbpedia.org/resource/producer>                                | 2         |
| <http://lsq.aksw.org/res/q-018d64f4-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-02246045-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-0292149c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0316dd53-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-04055f7b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-043393e4-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-04ff2401-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-051f944e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-058bd6f6-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-05d3504d-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-06304bd9-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-06da8426-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-076d8442-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-0ac5fa3b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0bb46381-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0c26a1ee-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0c2ba2b1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0d11ee57-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0d1dc8c1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-0dec49b8-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-0e29c01c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-111b77ec-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-11f3a876-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-137a644f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-14278168-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-14462a88-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-15887a46-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-176824dd-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-1778b2c5-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-17b5ddc1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-17c5ab4d-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-18d7baf8-var-v>                            | 2         |
| <http://lsq.aksw.org/res/q-19141129-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-1b9c71e6-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-1bbafcb4-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-1d0f75e8-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-1e187973-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-1e75171e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-1e7bf484-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-2049f640-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-21042e20-var-v>                            | 2         |
| <http://lsq.aksw.org/res/q-21c673bb-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-245288b2-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-248f6967-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-25a7cc51-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-25b6e067-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-261bea0b-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-2701b5b3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-27bd09f7-var-XVar3>                        | 2         |
| <http://lsq.aksw.org/res/q-288365ab-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-28f8017c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-29ac6a0e-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-2a2c1dbe-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-2ada43e2-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-2b91a702-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-2d738f5f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-2f313965-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-2ffe3167-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-302a27e9-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-309596e9-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-32342fd8-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-32629f62-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-332a7b2d-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-337d247c-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-340b1fdd-var-v>                            | 2         |
| <http://lsq.aksw.org/res/q-3669365d-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-36d818f1-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-37c36fc4-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-383c6b16-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-38644c46-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-38f3a5de-var-XVar6>                        | 2         |
| <http://lsq.aksw.org/res/q-3911ed37-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-39fcda9b-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-3b2791d6-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-3b7086c1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-3b803f0e-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-3c6cf264-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-3cb20c8d-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-3d926137-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-3f211966-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-406f6534-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-40c40f22-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-4273d1b0-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-433163f5-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4596a806-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-46805755-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-468d5724-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-46a40f80-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4750c640-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4821d883-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-482b175e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-49f1a2a8-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4a140c07-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4b93b8b3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4c695c38-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-4c76991b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4d207dd4-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4d5b7fad-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4d82f14c-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-4e984f8f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4f9f2d65-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-4fb39444-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-5117760e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-519d1195-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-5232d426-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-52762a51-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-529e29f8-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-52b4beb8-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-54603e73-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-54bb2924-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-54bb7c4e-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-54eb371f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-56df0bef-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-571d1b31-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-59786584-var-property>                     | 2         |
| <http://lsq.aksw.org/res/q-5c839af5-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-5cb82e02-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-5eae4255-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-6028d190-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-615353af-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-624ab812-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-633b7e2b-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-634e2359-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-63f0fd71-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-63fb9dcc-var-XVar6>                        | 2         |
| <http://lsq.aksw.org/res/q-66e7ad74-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-67889d56-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-67ae9d18-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-67e3fd76-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-684b2988-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-68b90228-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-6927b58b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-69717341-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-6a9b72c7-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-6ab132e6-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-6b8217b9-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-6c3e7ba3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-6c5700ec-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-6c8c6546-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-6eea507d-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-6fd484a3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-708319bc-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-71c218da-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7292be46-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-7292be46-var-p4>                           | 2         |
| <http://lsq.aksw.org/res/q-7292be46-var-p7>                           | 2         |
| <http://lsq.aksw.org/res/q-7374c810-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-73996412-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-750df4a0-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-7570715e-var-XVar7>                        | 2         |
| <http://lsq.aksw.org/res/q-759b5a75-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7606936a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-76eefb22-var-XVar3>                        | 2         |
| <http://lsq.aksw.org/res/q-77edc833-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7914a926-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7a982b63-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7b74259f-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-7c94b964-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-7e45ca36-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-7f3d1e96-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-82342f2e-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-82a347ce-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-82e6602f-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-830206cb-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-83466ffb-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-83a8fba8-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-83b916c3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-83d54f19-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-83efd954-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-8482ab4d-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-84e72050-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-84f7feec-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-8584fe15-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-87e2c1b0-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-87f277a3-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-8826e4f3-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-8dd87dc3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-8def708d-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-8dfae0be-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-8ed92d43-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-8f04cd94-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-8f358fff-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9033fd11-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9065f3aa-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-909b6b54-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-91761b33-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-92dfdd52-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-938002b1-var-XVar3>                        | 2         |
| <http://lsq.aksw.org/res/q-93b7458d-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-945b1125-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-94b684f3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-94b9426c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-951da895-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-95fab713-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-968f0fcc-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-97a5d50a-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-983a83e3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9a532709-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9b434d20-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9bd6e8c5-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9d12343d-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-9e33697c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9e7ce5c5-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9f516828-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-9f516828-var-p4>                           | 2         |
| <http://lsq.aksw.org/res/q-9f516828-var-p7>                           | 2         |
| <http://lsq.aksw.org/res/q-9f9c1820-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9fe02701-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-9fef7aca-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-a1494f88-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a1fa81ed-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-a34e23e7-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-a358f95b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a35cc448-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a394726a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a41fb785-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-a42ce6a1-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-a581ef07-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a5a2c637-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-a63dad8a-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-a69def89-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-aa0411df-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-aa546867-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ab6bfb07-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ad4346b6-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ad7af819-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-b21409a1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-b2a89920-var-property>                     | 2         |
| <http://lsq.aksw.org/res/q-b3e67ae1-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-b588619f-var-property>                     | 2         |
| <http://lsq.aksw.org/res/q-b898d2ed-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-b8b370be-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-b965a182-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-b9a91c24-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-bb2944ec-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-bcec626b-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-bdb871d4-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-bee451bc-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-bfa578b6-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c0805758-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c0afa659-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-c0be861a-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c268c514-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c29da756-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c2bf3c42-var-XVar5>                        | 2         |
| <http://lsq.aksw.org/res/q-c2ff9754-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c312f8dd-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c3d80116-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c4ede0c7-var-XVar2>                        | 2         |
| <http://lsq.aksw.org/res/q-c54960d1-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c5bbb2b5-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c62cca9b-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-c6a3a8a3-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-c8eac062-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c8fc4095-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c8fd12a4-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-c93c2621-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ca2cb33f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-cb9ae39f-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-ce5f5c39-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-d1961d8c-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-d2042251-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-d2c9aebe-var-p1>                           | 2         |
| <http://lsq.aksw.org/res/q-d38a4e29-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-d3932386-var-link>                         | 2         |
| <http://lsq.aksw.org/res/q-d4b24ff5-var-p>                            | 2         |
| <http://lsq.aksw.org/res/q-d627ccf3-var-p>                            | 2         |
