--------------------------------------------------------------------------------
| pred                                                             | frequency |
| <http://lsq.aksw.org/res/q-0eb11520-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-0eb2e99b-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-0f1fb947-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-0f296527-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-0f296527-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-0f998148-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-0fad3a87-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-0fb3cec1-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-0fd55c05-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-10160161-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-102f8b46-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-102f8b46-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-103f47f6-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-104dfc95-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-104f1815-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-104f1815-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-104f1815-var-ps2>                     | 1         |
| <http://lsq.aksw.org/res/q-1097cec7-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-10a9770b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-10b8b8ba-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-10b8b8ba-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-112072f0-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1179b8b6-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-118dc86d-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-118dc86d-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-11f0772e-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-11ff70f4-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1209b8e7-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-122c4071-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1268100f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-13358e19-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-137d014f-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-13adfbba-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-13be466c-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-13cbeaaa-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-13f53726-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-14270cab-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-14355b36-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-144f46db-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1456efc8-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-14a43d75-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-14b264ec-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-14b264ec-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-14b264ec-var-ps2>                     | 1         |
| <http://lsq.aksw.org/res/q-14c5741e-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-14d9a9d6-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1548862f-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-157dd6a3-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-157dd6a3-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-157dd6a3-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-160fab6e-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-16249a5d-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1643f55b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1695cdfc-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-16963fbb-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-16963fbb-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-16a5e6c2-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-16aa2301-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-16aa2301-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-16b9323d-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-16c6266d-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-16c6266d-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-16c6266d-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-171070f6-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-172fd48a-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1742fce2-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1752e1aa-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-177c7d0c-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-17bf8e75-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-17f1f49f-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-1843927d-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-187e0801-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-189f8cf1-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-18c72eac-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-18d9a2ed-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-19645781-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-19645781-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1970c906-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-19825297-var-p>                       | 1         |
| <http://lsq.aksw.org/res/q-198b48d7-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-198b48d7-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1990f685-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-1990f685-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-1990f685-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-19958a28-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-19be25a0-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-19ea27fe-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-19ee5fc9-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-19ee5fc9-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-1a04353a-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1a56037b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1a5cb5bd-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1a5d958f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1a9356cd-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-1a9356cd-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1aa1f9cc-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-1aa1f9cc-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1aa7f32d-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-1aa7f32d-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1b35466d-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1b497099-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1b52f88f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1b6496de-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1b691090-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1b8edce6-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1b9e7cb8-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1bd8d427-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-1be6a760-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1c68a6c5-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1c8792a5-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1ca37191-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1cacb70c-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-1cacb70c-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-1cb355d9-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1cdb6bcc-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1ceb4fb0-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-1ceb4fb0-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1cf8df69-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1d18343b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1d2069c4-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-1d2069c4-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-1d8a5c93-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1d9dc47b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1dd16d74-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1e15c030-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1e671c59-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1edb6c77-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-1edb6c77-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-1edb6c77-var-ps2>                     | 1         |
| <http://lsq.aksw.org/res/q-1f16eea8-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1f77db46-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-1fdb7af9-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-1fea509c-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-1fea509c-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-1ff0bfb2-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2041290d-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2041290d-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-2041290d-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-209130bf-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-20bd0f03-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-20cd6e23-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-20cd6e23-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-20cd6e23-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-20f00d0a-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-21140092-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-21140092-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-2150b867-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-2150b867-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-218aa7c2-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-218aa7c2-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-21fed22c-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-21fed22c-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-230d8ac2-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-235540e0-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-23ac2346-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-23ac2346-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-23d04d04-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-242ede6f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-24472f4e-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-24718f89-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-24a7a81b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-25323442-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-258a83a4-var-attribut>                | 1         |
| <http://lsq.aksw.org/res/q-25a0fd65-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-25e5450a-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-25e5450a-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-25e5450a-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-25f268f6-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-262e9e72-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-26671da7-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-26ad6ab7-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-26ad6ab7-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-26ad6ab7-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-26b43b05-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-26cfeb75-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-26ef78f8-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-26f836b0-var-o>                       | 1         |
| <http://lsq.aksw.org/res/q-272345f4-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-27cb6145-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-27d2e7f0-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2808f2bf-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2808f2bf-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-2808f2bf-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-28127bca-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2814ed3c-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2858776a-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2858776a-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-2858776a-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-2859b3d3-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2859b3d3-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-2859b3d3-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-2893d96f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-28ae720e-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-291c0380-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29358d1a-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29371167-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29606967-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-29606967-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-296cf12b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-298381a3-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2983d4c6-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-29a39fee-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29a88fed-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29bb9840-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-29e623fb-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2a3728b0-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2a4dba08-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2a4dba08-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-2a500775-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2a500775-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-2a500775-var-ps2>                     | 1         |
| <http://lsq.aksw.org/res/q-2a660c5a-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2aac1850-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2ab3ece8-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2b0a2b27-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2b1743ba-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2b599063-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2b804eeb-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2b84952e-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2b9120cf-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2b9bd115-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2bbc6bb3-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2c03b14f-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2cb0bee9-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-2cb0bee9-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-2cda821d-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2cda821d-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-2cda821d-var-ps2>                     | 1         |
| <http://lsq.aksw.org/res/q-2ce4c8b6-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2cf172db-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2cfce3ea-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2d1d2204-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2d5bbdaf-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2d7c6d66-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-2d7c6d66-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-2d81abf8-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2dbfdc1a-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2dc78d59-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2dd46618-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2e16b58b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2e514ce7-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2ec0de80-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2ecf7cf4-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2ee1f379-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-2f776592-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-2f776592-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-2f776592-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-2f79c514-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2f7fedc6-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-2f903d6e-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2f91a31a-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-2fce8f78-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-2fce8f78-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-2fee2405-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3013bd76-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-30933f81-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-30b8ee0b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-30c2ee77-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-30c36796-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-30d4a1db-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-30d4a1db-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-30d4a1db-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-30e9800d-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-30e9800d-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3103b494-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3135f0db-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-31939a89-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-31a36b02-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-31b195c0-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-31ce76a2-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-31dc7f52-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-31ef6afd-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-3271ef9e-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-328daff1-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3292523b-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-3292523b-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-3292523b-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-32b45861-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-33038310-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3345ab7f-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-3345ab7f-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-3345ab7f-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-33672a47-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-33693dea-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-33693dea-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-341eb789-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-346383e4-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-34948d2d-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-34b06b0d-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-34e3649f-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-34e3649f-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-35465f67-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-35468552-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-35572eaa-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-356ba237-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-35b7473f-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-35b7473f-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-35dcc871-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-35fb0d55-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3620fb8e-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-36214268-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-36c804e0-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-36c804e0-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-36e12822-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-36ede15d-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-36ede15d-var-ps1>                     | 1         |
| <http://lsq.aksw.org/res/q-36fbe7ab-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-37102400-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-37102400-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3713b7f7-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3728e21b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3742533b-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3755e4c1-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-376abaf9-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-380e4b95-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-381159ee-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-38198d55-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3849be05-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-3849be05-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-386eddd1-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-386eddd1-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-38735f7c-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-390f9b2c-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-39975ece-var-property>                | 1         |
| <http://lsq.aksw.org/res/q-399e3667-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-39ae0ec8-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-39cc010d-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-39e702f0-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3a144dbb-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3a4398db-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3a4a10f9-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3aa73de2-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3aaae6bb-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-3aaae6bb-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-3abe6f4b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3b369850-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3b4568e7-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-3b4568e7-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-3b4568e7-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-3b5c4cf8-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3b81e18f-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3b8f2a2c-var-p>                       | 1         |
| <http://lsq.aksw.org/res/q-3bae237b-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-3bae237b-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3bc982e1-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3bd1d795-var-p>                       | 1         |
| <http://lsq.aksw.org/res/q-3bd738fd-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3c0124bf-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-3c0124bf-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3c0c6a2a-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3c58c2c2-var-pf1>                     | 1         |
| <http://lsq.aksw.org/res/q-3c58c2c2-var-pf2>                     | 1         |
| <http://lsq.aksw.org/res/q-3c58c2c2-var-pf3>                     | 1         |
| <http://lsq.aksw.org/res/q-3d1165d6-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3d2681e0-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3d2e70a2-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3d38ce83-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3d3dca21-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3d5fa3a2-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3d9b0550-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3dc1960b-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3dd8a4e5-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-3dd8a4e5-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3e142c5a-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3e1fb445-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3e32208a-var-predicate>               | 1         |
| <http://lsq.aksw.org/res/q-3e94b18e-var-pi>                      | 1         |
| <http://lsq.aksw.org/res/q-3e94b18e-var-po>                      | 1         |
| <http://lsq.aksw.org/res/q-3f270c14-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3f37ff6f-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3f4a6e7d-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3f8dbcb6-var-prop>                    | 1         |
| <http://lsq.aksw.org/res/q-3f9ac5df-var-pf1>                     | 1         |
