---------------------------------------------------------------------------------------------------
| pred                                                                                | predCount |
| <http://lsq.aksw.org/res/q-bc024fcf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bc1a4491-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bc1ae338-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bc2abdf3-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bc315dbd-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bc67db03-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bc6b84ea-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bc9dc6de-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bcb2d884-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-bcc0b0d5-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bcca69b4-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bccc91da-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bccec92c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bcd1995e-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-bcda1e10-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bcfae82c-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-bd15ef0e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bd6388e3-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bd73fa31-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-bd92ffa2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bd96e904-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bd9b5a07-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bd9b5a07-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bdbb1988-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bdbcd9db-var-pred>                                       | 1         |
| <http://lsq.aksw.org/res/q-bdc14038-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bdc14038-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bdcb0a1c-var-thing_p>                                    | 1         |
| <http://lsq.aksw.org/res/q-bdcb0a1c-var-thing_pr>                                   | 1         |
| <http://lsq.aksw.org/res/q-bdd0c31b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bddb5613-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bddb5613-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bde7fcf5-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bde7fcf5-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bde98386-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bdfcd029-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be069a20-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-be15dc56-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be176dca-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-be28d2d1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be2f422f-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-be2f422f-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-be40f953-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be40f953-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-be471e88-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-be4a550a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be4a601f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-be56ff2f-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-be56ff2f-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-be58dd3d-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-be58dd3d-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-be9f3bd1-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bea64e64-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-beaae4f6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-beab41d2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-beb1ff99-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bebef5c8-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-becc4341-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-becc4341-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-becf095c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-becf095c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bede4d37-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bee1a8fa-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bee8ebf9-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-bee8ebf9-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-beea1f72-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-befb8fd3-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf0c8743-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bf0dd063-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf0f8579-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf261afc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf2ddf6e-var-c>                                          | 1         |
| <http://lsq.aksw.org/res/q-bf3e2abd-var-z>                                          | 1         |
| <http://lsq.aksw.org/res/q-bf42d32e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bf4e6afb-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bf559cd9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf608b26-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf608b26-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bf6f996d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf75515b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf75b533-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf7944ef-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bf7a0170-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-bf7a0170-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-bf842b2a-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-bfa4b52b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bfabc518-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-bfca5ec6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bfcd47ad-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-bfcd47ad-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-bfd15235-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-bfd4813d-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-bfdfa840-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-bfebd98e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bffc57bf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-bffc57bf-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c002c273-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c034db28-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c03a5de6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c03c69d6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c043625c-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c056a002-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c06084eb-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c06084eb-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c0627895-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c0727419-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c089d78c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c091fc68-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c0b33f10-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c0d630f9-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-c0ea7bda-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c0ea7bda-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c0ed23fc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c0f935d8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c108b50a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c11840ea-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c13c39c3-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c14d7632-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c166d2b7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1744e33-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1744e33-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c178a849-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c180f08b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c180f08b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c18bc67e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c18e828b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c18e828b-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1a1d92b-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1a3a219-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1b999ef-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1c93469-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1c93469-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1cb502f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1cd2466-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1cd9982-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1cd9982-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1d6938e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c1e878c8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1ef081c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1f14ccf-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-c1f18abb-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1f44e5a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1f9a15d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c1fcec86-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c21388e5-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c2168e67-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c216c60a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c21baf66-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c21baf66-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c2248e27-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c23d5e05-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c25c0939-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c25c0939-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c2650914-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c26ecfca-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c288a953-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c2911adc-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c29b2565-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c2a56985-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c2a56985-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c2b5cb22-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c2b5cb22-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c2bd5887-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c2c210dc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c306003c-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c30fbf4d-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c3164163-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c33146eb-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c343d4f9-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c356b3e3-var-prop>                                       | 1         |
| <http://lsq.aksw.org/res/q-c3729e0a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c394804b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c39f3558-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c39f3558-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c3a64192-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c3a64192-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c3be9a72-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c3c51aa2-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c3c51aa2-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c3f1944a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c3f3d464-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c3fc28fc-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c402eea1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c40c2df9-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c423d09a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c44c8e77-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c473507f-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c473507f-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c47b17d0-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c4aa59d7-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c4afa843-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4afa843-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c4b3d3e5-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4bc9eeb-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4ce9efa-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-c4d5561c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4d8c1fd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4d8c1fd-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c4db9c09-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c4f9ca91-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c505e731-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c513b38c-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c51e5c13-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5342db0-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c549ba74-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c5525a70-var-s>                                          | 1         |
| <http://lsq.aksw.org/res/q-c559705d-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c559705d-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c56630c0-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5686d85-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c58d707f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c59f556e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5b8fa24-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5c3ad66-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c5c3ad66-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c5cd6d56-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5ce89bd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c5e15ea7-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c601e95f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c601e95f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c61ac738-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c625323e-var-o>                                          | 1         |
| <http://lsq.aksw.org/res/q-c635961c-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c63d4374-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6415dbb-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6415dbb-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6496d46-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c65ed27a-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-c67a4c1b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c67a4c1b-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c69f6c01-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c69f8ec3-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6a33802-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c6acaac8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6c330aa-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c6c9f5c7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6c9f5c7-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6de5f23-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6de5f23-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6e59a4b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c6e59a4b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c6f4d6c3-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6f4d6c3-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6f96f84-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c6fadafc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c6fb1c1f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7003976-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c70a3f53-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c70e6626-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c71188ce-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c71188ce-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c720f5cb-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c7326f64-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c74414f8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7618f2f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c76a12fc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c77bf4d1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c79194e2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c79194e2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c7a7692b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-c7a7692b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-c7a87b9e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c7abc128-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7b69ee0-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7b69ee0-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c7bfda3f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7c9510f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c7dc0ac7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7f46d7e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7f46d7e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c7f85c71-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c7f85c71-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c8087a79-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c80ba077-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c813f8f9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c815814e-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-c8381fce-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c8398d14-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c83c2625-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c8505892-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c862f41b-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c86f4fa1-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c8934f11-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c89ac176-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c89d83af-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c8b8dbaf-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-c8cbb9ed-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c8cbb9ed-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c8edc682-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c8eddba2-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c906befa-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c906befa-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c94c2de9-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-c96fa4a9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c96fa4a9-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c995a1d5-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c999dd9c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c9a2291d-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-c9bfe033-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c9c340e6-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-c9c34294-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c9e3cc4d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-c9f48670-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-ca000bd2-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca000bd2-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca25a93d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-ca33126d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-ca3e1bf2-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-ca452bbe-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-ca4d0f44-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-ca536075-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca536075-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca5f019a-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca5f019a-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca696462-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca696462-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-ca6cdf53-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-ca7eea56-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-ca829642-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-ca890e10-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-ca8a23b2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cab79542-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cab79542-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cad42c5e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-cad9aed2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cae64489-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-caf21fe2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-caf71556-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-cafd03cd-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb03e3ac-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-cb043e38-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb043e38-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb0b25e8-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb1289e1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb1289e1-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb138078-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb1b5e60-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb20a323-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb2d3170-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb3d8146-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb3d8146-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb4850b4-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-cb56563a-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-cb56563a-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-cb5776a7-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb591adc-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-cb591adc-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-cb5b2f95-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb657d1a-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-cb8c0103-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb944d4a-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-cb964e24-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-cb9c46a7-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-cb9c46a7-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-cbace023-var-propertyName>                               | 1         |
