---------------------------------------------------------------------------------------------------
| pred                                                                                | predCount |
| <http://lsq.aksw.org/res/q-1df820a0-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-1df820a0-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-1e20312f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1e2425b7-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-1e2425b7-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-1e53dd72-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1e6d9d4f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1e6d9d4f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1e6efd37-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1e6fda64-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1e7cadd0-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1e86533b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-1e86533b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-1eab5942-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1eab5942-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1eb295ee-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1ebf8dce-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-1ecab155-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1ed49a38-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1edc6c13-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-1edc6c13-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-1ee72f5c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1eeaece3-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1f001844-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-1f0ecc64-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1f39afe7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1f3aa10d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1f3ac65c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1f3ac65c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1f731c83-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-1f731c83-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-1f850ba6-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-1f86ec97-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1f98c217-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1f9e80af-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1f9e80af-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-1fa10b61-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-1fa2acdf-var-inverse_rel>                                | 1         |
| <http://lsq.aksw.org/res/q-1fa2acdf-var-rel>                                        | 1         |
| <http://lsq.aksw.org/res/q-1fb11022-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-1ff5c423-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-1ff5c423-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-20087d46-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2049c7d4-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-204c37d0-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-204d840c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2052ba14-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-206043dc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-206043dc-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-20631963-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20631963-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-209606ef-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-209b0334-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-20a38f40-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-20a8eb12-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-20a8eb12-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-20b91ada-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20b91ada-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-20b9c0a6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20b9c0a6-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-20bd234b-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20c635c9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20c8e119-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-20d84223-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-20e4eab1-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-20e4eab1-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-20f32cc2-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-20f4fc78-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2101ef7f-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-21204db5-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-21233480-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-21233480-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-21409a34-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-214b0681-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-215febee-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2165ff56-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2165ff56-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2166aa6c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-217062a2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-21720318-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-21759817-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-217df1bc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-217df1bc-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-219f8f00-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-21a13e50-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-21cb4b6a-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-21e7f031-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-21f0a74a-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-21f38dcd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-21f38dcd-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22088a57-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-220d2037-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-224b9f03-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22522e75-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-22522e75-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2255cdc1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2255cdc1-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-225d90c4-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2264481a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2269bd71-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-226dbaaf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22789949-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2278b231-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2278b231-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22871f3e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-228fcafc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2295604e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-22a5ac24-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22a5ac24-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22ab0e10-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22b05553-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22b087c0-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22b58705-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22b7c002-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22c0eecc-var-pred>                                       | 1         |
| <http://lsq.aksw.org/res/q-22c3dbff-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-22ce3676-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-22d01923-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-22d01923-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22d049b5-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-22f79717-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-23224cbf-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-2327dabe-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-23386db0-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-233d82f4-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-233d82f4-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-234ee730-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2355e728-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-235b7bfb-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-236d37d2-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2377d7f1-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-237f8e14-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-237f8e14-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-238b91cc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-238b91cc-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2391c2b9-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-2393679f-var-inverse_rel>                                | 1         |
| <http://lsq.aksw.org/res/q-2393679f-var-rel>                                        | 1         |
| <http://lsq.aksw.org/res/q-239b795e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-239e4714-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-23b975c2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-23d18330-var-x>                                          | 1         |
| <http://lsq.aksw.org/res/q-23e02cec-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-23e02cec-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-23eb4cb5-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-23fe6760-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-23fe6760-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-24071bcd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-24590c36-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-24606fdf-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-24635032-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2463cf8e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2463cf8e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2467bb62-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-24694a32-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-246f26e9-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-246f26e9-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-247498bb-var-properties>                                 | 1         |
| <http://lsq.aksw.org/res/q-24777cc8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-247e8bad-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-24a96ffd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-24bf356b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-24bf356b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-24d0b656-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-24d1238a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-24d1238a-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-24d40e0d-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-24d40e0d-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-24f196d7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2503a2ae-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2503a2ae-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-25041584-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-25058ffa-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-251189da-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-25190cea-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-251d4243-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2520b8ef-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2524ab1c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2524ab1c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-25272bcd-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-252f3475-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-252f3475-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2532a21d-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-2532a21d-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2534590e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-253577e6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-253577e6-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-25455fe4-var-pred>                                       | 1         |
| <http://lsq.aksw.org/res/q-254f9d3f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2559770f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-255d777f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-25600e4e-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-257974f6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-257f9690-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-25856170-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-25856170-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-258ffcdd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-25956c6b-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-25956c6b-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-25a10b36-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-25a6f3f6-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-25b111ac-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-25b111ac-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-25c5c2c5-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-25c5c4ac-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-25c71db4-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-261a02c4-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-261a02c4-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2622ed1c-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-26351dbf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-26403b13-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-26403b13-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2649ca5a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-264cbeb6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-265346c6-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-265346c6-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-26633488-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-26642241-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2667cb24-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-267035b3-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-267b0dbe-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-267b0dbe-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-267eecba-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-268c258c-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-26a1ce93-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-26a1ce93-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-26a4cc7f-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-26ae279a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-26b2cd7e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-26b8c7e6-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-26be614e-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-26c891f7-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-26cafbf4-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-26dcdfda-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-26f0dcfe-var-x>                                          | 1         |
| <http://lsq.aksw.org/res/q-26f0dcfe-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-26f13a48-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-27054928-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-272e5ce0-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-272f4fa4-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-272f4fa4-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-27381169-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27383d0b-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2741b996-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27644072-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-277117b8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27721a46-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2781752f-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-27889267-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2794c5d6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2795f1b9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27a583e7-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27aa2806-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-27cd6309-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-27ce5ce8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27e89b17-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-27efb572-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-280b0a11-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2812132a-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-2815d265-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-282aecf5-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-282e2c4e-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-2834557a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2837c727-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-28413ed4-var-y0>                                         | 1         |
| <http://lsq.aksw.org/res/q-284838f9-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-28488d1e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-285aa8c3-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-285cc3db-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-2866526f-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-28826c5d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2890c753-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-28d0964f-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-28d189f6-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-28fd3982-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-292d08c8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-293b3bbd-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-293ed271-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-295e9165-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-29662219-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2967e5c4-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-298732f2-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-298732f2-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-298aeb8c-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-29b607bc-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-29d46d87-var-c>                                          | 1         |
| <http://lsq.aksw.org/res/q-29d541db-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-29db46c0-var-pred_place>                                 | 1         |
| <http://lsq.aksw.org/res/q-29f25de2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-29f3bff2-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-29ff8e5e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a1cb752-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a2303e1-var-y>                                          | 1         |
| <http://lsq.aksw.org/res/q-2a293cab-var-pred>                                       | 1         |
| <http://lsq.aksw.org/res/q-2a2d6d14-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a2d9fdf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a3d224e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a411605-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a48c529-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a48c529-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a49379e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a49379e-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a4fab02-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a6465e3-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2a67ab90-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a6dd667-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2a6f0042-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-2a6f0042-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2a73459d-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a7a1ec2-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2a8c69bb-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-2a8c69bb-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2a95bd14-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2a95bd14-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2aa30697-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2ab78ad6-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2abc0374-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2ad991e7-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-2addac8a-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2aee1eae-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2af39c0d-var-pi>                                         | 1         |
| <http://lsq.aksw.org/res/q-2af39c0d-var-po>                                         | 1         |
| <http://lsq.aksw.org/res/q-2af3a71e-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b10c4ba-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2b121b81-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b145a6e-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2b176d86-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b1bffc8-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b245173-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b2a066c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2b4370cb-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-2b58ccc5-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b59d8e4-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b59d8e4-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2b6bc196-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2b6fd811-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2b861d9c-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2b92f0ec-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2b9949b2-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-2ba5c498-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2bcd8c0d-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2bcd9c4f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2bd115db-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-2c14ad11-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2c1b9920-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2c358c1d-var-relation>                                   | 1         |
| <http://lsq.aksw.org/res/q-2c43d826-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2c43d826-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2c560642-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2c5797d8-var-x>                                          | 1         |
| <http://lsq.aksw.org/res/q-2c612a49-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2c646cc6-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2c792def-var-property>                                   | 1         |
| <http://lsq.aksw.org/res/q-2c7f37d0-var-pred>                                       | 1         |
| <http://lsq.aksw.org/res/q-2c91cc6f-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2c9524d3-var-propertyValue>                              | 1         |
| <http://lsq.aksw.org/res/q-2cad6a62-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2cb9115a-var-p>                                          | 1         |
| <http://lsq.aksw.org/res/q-2cd226cf-var-propertyName>                               | 1         |
| <http://lsq.aksw.org/res/q-2ce4f9ba-var-propertyName>                               | 1         |
